LPGS	0.001	-0.003	2011-06-15
LPGS	0.000	0.000	2011-08-24
LPGS	0.001	-0.003	2011-11-02
LPGS	0.003	-0.004	2012-01-11
LPGS	0.001	-0.001	2012-05-30
LPGS	-0.001	0.004	2012-08-08
LPGS	-0.000	-0.001	2012-10-17
LPGS	0.006	-0.004	2012-12-26
LPGS	0.004	0.003	2013-03-06
LPGS	0.000	-0.001	2013-05-15
LPGS	0.004	0.001	2013-07-24
LPGS	0.001	-0.001	2013-10-02
LPGS	0.010	-0.002	2013-12-11
LPGS	0.009	-0.001	2014-02-19
LPGS	0.006	-0.001	2014-04-30
LPGS	0.004	0.000	2014-07-09
LPGS	0.004	-0.001	2014-09-17
LPGS	0.009	-0.003	2014-11-26
LPGS	0.008	-0.001	2015-02-04
LPGS	0.007	-0.000	2015-04-15
LPGS	0.005	0.002	2015-06-24
LPGS	0.006	0.000	2015-09-02
LPGS	0.008	-0.003	2015-11-11
LPGS	0.013	-0.003	2016-01-20
LPGS	0.011	-0.003	2016-03-30
LPGS	0.011	-0.003	2016-06-08
LPGS	0.009	-0.003	2016-08-10
LPGS	0.001	-0.003	2011-06-15
LPGS	0.000	0.000	2011-08-24
LPGS	0.001	-0.003	2011-11-02
LPGS	0.003	-0.004	2012-01-11
LPGS	0.001	-0.001	2012-05-30
LPGS	-0.001	0.004	2012-08-08
LPGS	-0.000	-0.001	2012-10-17
LPGS	0.006	-0.004	2012-12-26
LPGS	0.004	0.003	2013-03-06
LPGS	0.000	-0.001	2013-05-15
LPGS	0.004	0.001	2013-07-24
LPGS	0.001	-0.001	2013-10-02
LPGS	0.010	-0.002	2013-12-11
LPGS	0.009	-0.001	2014-02-19
LPGS	0.006	-0.001	2014-04-30
LPGS	0.004	0.000	2014-07-09
LPGS	0.004	-0.001	2014-09-17
LPGS	0.009	-0.003	2014-11-26
LPGS	0.008	-0.001	2015-02-04
LPGS	0.007	-0.000	2015-04-15
LPGS	0.005	0.002	2015-06-24
LPGS	0.006	0.000	2015-09-02
LPGS	0.008	-0.003	2015-11-11
LPGS	0.013	-0.003	2016-01-20
LPGS	0.011	-0.003	2016-03-30
LPGS	0.011	-0.003	2016-06-08
LPGS	0.009	-0.003	2016-08-10
