RECO	0.007	-0.003	2015-07-08
RECO	0.006	-0.003	2015-07-15
RECO	0.006	-0.001	2015-07-22
RECO	0.005	-0.003	2015-07-29
RECO	0.004	-0.003	2015-08-05
RECO	0.005	-0.004	2015-08-19
RECO	0.005	-0.004	2015-08-26
RECO	0.006	-0.005	2015-09-02
RECO	0.007	-0.005	2015-09-09
RECO	0.005	-0.006	2015-09-16
RECO	0.005	-0.009	2015-09-23
RECO	0.005	-0.010	2015-09-30
RECO	0.005	-0.011	2015-10-07
RECO	0.005	-0.010	2015-10-14
RECO	0.007	-0.009	2015-10-21
RECO	0.006	-0.010	2015-10-28
RECO	0.008	-0.009	2015-11-04
RECO	0.007	-0.010	2015-11-11
RECO	0.008	-0.010	2015-11-18
RECO	0.009	-0.010	2015-11-25
RECO	0.008	-0.009	2015-12-02
RECO	0.007	-0.009	2015-12-09
RECO	0.008	-0.008	2015-12-16
RECO	0.008	-0.009	2015-12-23
RECO	0.009	-0.009	2015-12-30
RECO	0.008	-0.010	2016-01-06
RECO	0.010	-0.010	2016-01-20
RECO	0.009	-0.009	2016-02-03
RECO	0.009	-0.008	2016-02-10
RECO	0.007	-0.008	2016-02-17
RECO	0.008	-0.009	2016-02-24
RECO	0.010	-0.009	2016-03-02
RECO	0.010	-0.009	2016-03-02
RECO	0.008	-0.009	2016-03-16
RECO	0.007	-0.009	2016-03-30
RECO	0.007	-0.010	2016-04-06
RECO	0.009	-0.010	2016-04-13
RECO	0.009	-0.009	2016-04-20
RECO	0.011	-0.009	2016-04-27
RECO	0.010	-0.008	2016-05-04
RECO	0.009	-0.010	2016-05-11
RECO	0.009	-0.009	2016-05-18
RECO	0.008	-0.010	2016-05-25
RECO	0.009	-0.011	2016-06-01
RECO	0.009	-0.010	2016-06-08
RECO	0.008	-0.011	2016-06-15
RECO	0.008	-0.011	2016-06-22
RECO	0.008	-0.010	2016-06-29
RECO	0.007	-0.009	2016-07-06
RECO	0.007	-0.011	2016-07-13
RECO	0.008	-0.010	2016-07-20
RECO	0.007	-0.011	2016-07-27
RECO	0.007	-0.011	2016-08-03
RECO	0.007	-0.011	2016-08-10
RECO	0.005	-0.011	2016-08-17
RECO	0.005	-0.009	2016-08-24
RECO	0.006	-0.010	2016-08-31
RECO	0.005	-0.010	2016-09-07
RECO	0.005	-0.012	2016-09-14
RECO	0.006	-0.011	2016-09-21
RECO	0.006	-0.012	2016-09-28
RECO	0.006	-0.011	2016-10-05
RECO	0.006	-0.011	2016-10-12
RECO	0.006	-0.010	2016-10-19
RECO	0.007	-0.008	2016-10-26
