ESQU	-0.001	-0.013	2011-06-15
ESQU	-0.004	-0.010	2011-08-24
ESQU	0.001	-0.011	2011-11-02
ESQU	0.005	-0.012	2012-01-11
ESQU	0.000	-0.007	2012-03-21
ESQU	-0.003	-0.012	2012-05-30
ESQU	-0.003	-0.006	2012-08-08
ESQU	0.000	-0.006	2013-03-06
ESQU	-0.003	-0.005	2013-05-15
ESQU	-0.002	-0.004	2013-07-24
ESQU	-0.003	-0.007	2013-10-02
ESQU	0.006	-0.005	2013-12-11
ESQU	0.004	-0.002	2014-02-19
ESQU	0.001	-0.003	2014-04-30
ESQU	-0.004	-0.001	2014-07-09
ESQU	-0.001	-0.001	2014-09-17
ESQU	0.006	0.001	2014-11-26
ESQU	0.005	-0.000	2015-02-04
ESQU	0.001	0.001	2015-04-15
ESQU	-0.001	0.002	2015-06-24
ESQU	0.000	0.002	2015-09-02
ESQU	0.003	0.002	2015-11-11
ESQU	0.006	0.003	2016-01-20
ESQU	0.013	-0.011	2016-03-30
ESQU	0.014	-0.010	2016-06-08
ESQU	0.014	-0.011	2016-08-10
